id,nombre,equipo,posicion,posicion_detallada,edad,altura,pie_dominante,contrato_hasta,valor_mercado,goles,asistencias,minutos_jugados,valoracion,regates_exitosos,porcentaje_regates_exitosos,pases_clave,tiros_totales,tiros_a_puerta,grandes_ocasiones_creadas,grandes_ocasiones_falladas,pases_ultimo_tercio,porcentaje_pases_acertados,pases_totales,pases_acertados,duelos_aereos_perdidos,intercepciones,entradas,tarjetas_amarillas,tarjetas_rojas,perdidas_de_balon,valoracion_total,conteo_valoraciones,regates_intentados,porcentaje_tiros_a_puerta,porcentaje_pases_clave,goles_por_90,asistencias_por_90,regates_exitosos_por_90,pases_clave_por_90,tiros_totales_por_90,tiros_a_puerta_por_90,grandes_ocasiones_creadas_por_90,grandes_ocasiones_falladas_por_90,pases_ultimo_tercio_por_90,pases_totales_por_90,pases_acertados_por_90,duelos_aereos_perdidos_por_90,intercepciones_por_90,entradas_por_90,perdidas_de_balon_por_90,regates_intentados_por_90,valor_mercado_fmt
966804,Jon Morcillo,Almería,M,"['ML', 'LW']",27 años,183,Zurdo,30/06/2030,1900000.0,8,5,2001,7.03,35,60.34,47,66,21,15,1,186,73.2,582,426,11,13,14,2,0,19,267.0,38,58.0,31.818181818181817,8.075601374570446,0.35982008995502246,0.22488755622188908,1.5742128935532234,2.113943028485757,2.9685157421289357,0.9445277361319341,0.6746626686656672,0.04497751124437781,8.365817091454273,26.176911544227885,19.160419790104946,0.4947526236881559,0.5847076461769115,0.6296851574212894,0.8545727136431784,2.608695652173913,1.900.000 €
346516,Adrián Embarba,Almería,M,"['LW', 'RW']",34 años,173,Derecho,30/06/2028,635000.0,14,9,2561,7.01,43,38.74,55,99,40,10,8,262,73.99,769,569,34,19,56,7,1,43,259.5,37,111.0,40.4040404040404,7.152145643693109,0.4919953143303397,0.3162827020695041,1.5111284654431862,1.9328387348691916,3.4791097227645453,1.4057008980866847,0.3514252245216712,0.281140179617337,9.207340882467786,27.024599765716516,19.996095275283093,1.1948457633736822,0.6677079265911753,1.9679812573213589,1.5111284654431862,3.9008199921905504,635.000 €
1082970,Kialy Abdoul Kone,AD Ceuta,M,"['LW', 'ML']",29 años,178,Zurdo,30/06/2026,840000.0,2,4,2270,6.98,67,57.26,33,22,7,7,1,215,72.83,762,555,28,9,42,4,0,41,230.5,33,117.0,31.818181818181817,4.330708661417323,0.07929515418502203,0.15859030837004406,2.656387665198238,1.3083700440528634,0.8722466960352422,0.2775330396475771,0.2775330396475771,0.039647577092511016,8.524229074889869,30.21145374449339,22.004405286343612,1.1101321585903083,0.3568281938325991,1.6651982378854626,1.6255506607929515,4.638766519823788,840.000 €
954688,Lucas Ribeiro,Cultural Leonesa,F,"['RW', 'ST']",27 años,181,Zurdo,30/06/2026,1400000.0,4,1,1170,6.98,48,58.54,34,31,13,9,6,155,82.05,429,352,11,3,17,8,1,23,167.4,24,82.0,41.935483870967744,7.925407925407925,0.3076923076923077,0.07692307692307693,3.6923076923076925,2.6153846153846154,2.3846153846153846,1.0,0.6923076923076923,0.46153846153846156,11.923076923076923,33.0,27.076923076923077,0.8461538461538461,0.23076923076923078,1.3076923076923077,1.7692307692307692,6.3076923076923075,1.400.000 €
1390389,Duk,Leganés,F,"['ST', 'LW']",26 años,182,Derecho,30/06/2027,2300000.0,4,5,2346,6.96,59,40.97,34,44,18,12,6,129,73.82,424,313,27,6,38,7,1,74,243.7,35,144.0,40.909090909090914,8.018867924528301,0.1534526854219949,0.1918158567774936,2.2634271099744248,1.3043478260869565,1.687979539641944,0.690537084398977,0.4603580562659847,0.23017902813299235,4.9488491048593355,16.265984654731458,12.007672634271099,1.0358056265984654,0.23017902813299235,1.4578005115089514,2.838874680306905,5.524296675191816,2.300.000 €
966526,Luismi Cruz,Deportivo de La Coruña,M,"['MR', 'RW']",25 años,166,Zurdo,30/06/2029,1400000.0,3,8,2326,6.96,31,50.0,77,28,7,10,2,310,81.43,770,627,11,8,28,4,0,31,257.5,37,62.0,25.0,10.0,0.11607910576096303,0.30954428202923473,1.1994840928632846,2.9793637145313845,1.0834049871023215,0.27085124677558037,0.3869303525365434,0.07738607050730868,11.994840928632847,29.793637145313845,24.260533104041272,0.42562338779019776,0.30954428202923473,1.0834049871023215,1.1994840928632846,2.3989681857265692,1.400.000 €
1002343,Souleymane Faye,Granada,F,"['ST', 'LW']",23 años,179,Derecho,30/06/2030,4300000.0,2,6,1611,6.96,27,35.53,23,37,13,7,1,145,77.81,401,312,35,7,18,2,0,37,132.2,19,76.0,35.13513513513514,5.7356608478802995,0.11173184357541899,0.33519553072625696,1.5083798882681565,1.2849162011173185,2.0670391061452515,0.7262569832402235,0.39106145251396646,0.055865921787709494,8.100558659217878,22.40223463687151,17.43016759776536,1.9553072625698324,0.39106145251396646,1.005586592178771,2.0670391061452515,4.245810055865921,4.300.000 €
936234,Juan Cruz,Leganés,M,['RW'],26 años,179,Zurdo,30/06/2029,1900000.0,3,3,2767,6.94,32,45.71,59,61,20,15,6,256,79.98,839,671,21,9,39,3,0,35,249.9,36,70.0,32.78688524590164,7.032181168057211,0.09757860498735092,0.09757860498735092,1.0408384531984098,1.9190458980845682,1.9840983014094689,0.6505240332490061,0.4878930249367546,0.19515720997470185,8.326707625587279,27.28948319479581,21.825081315504157,0.6830502349114564,0.29273581496205275,1.2685218648355618,1.1384170581857607,2.2768341163715213,1.900.000 €
1111081,Job Ochieng,Real Sociedad B U21,M,['RW'],23 años,185,Derecho,30/06/2028,1100000.0,9,2,1577,6.93,32,40.51,21,51,20,3,9,82,70.23,309,217,29,7,29,7,0,14,173.3,25,79.0,39.21568627450981,6.796116504854369,0.5136334812935954,0.11414077362079898,1.8262523779327837,1.1984781230183892,2.910589727330374,1.14140773620799,0.17121116043119847,0.5136334812935954,4.679771718452758,17.634749524413444,12.38427393785669,1.6550412175015852,0.39949270767279643,1.6550412175015852,0.7989854153455929,4.508560558021561,1.100.000 €
1146312,David Mella,Deportivo de La Coruña,M,"['RW', 'MR']",21 años,169,Zurdo,30/06/2029,4500000.0,5,1,1576,6.93,25,52.08,19,25,12,3,1,149,80.0,450,360,22,18,21,2,0,12,173.3,25,48.0,48.0,4.222222222222222,0.28553299492385786,0.05710659898477157,1.4276649746192893,1.0850253807106598,1.4276649746192893,0.6852791878172589,0.17131979695431473,0.05710659898477157,8.508883248730966,25.69796954314721,20.558375634517766,1.2563451776649746,1.0279187817258884,1.1992385786802031,0.6852791878172589,2.7411167512690358,4.500.000 €
1150431,Yeray Cabanzon,FC Andorra,M,"['RW', 'MR']",23 años,170,Zurdo,30/06/2026,560000.0,2,4,959,6.92,21,65.63,26,53,16,7,1,164,82.38,403,332,7,4,22,3,0,21,173.1,25,32.0,30.18867924528302,6.451612903225806,0.18769551616266944,0.3753910323253389,1.9708029197080292,2.440041710114703,4.973931178310741,1.5015641293013555,0.656934306569343,0.09384775808133472,15.391032325338896,37.82064650677789,31.15745568300313,0.656934306569343,0.3753910323253389,2.064650677789364,1.9708029197080292,3.003128258602711,560.000 €
921355,Iuri Tabatadze,Cádiz,M,"['LW', 'RW', 'ML']",26 años,183,Zurdo,30/06/2028,1300000.0,6,0,798,6.92,12,57.14,2,25,11,0,1,38,68.53,143,98,9,3,10,3,0,6,124.6,18,21.0,44.0,1.3986013986013985,0.6766917293233082,0.0,1.3533834586466165,0.22556390977443608,2.819548872180451,1.2406015037593985,0.0,0.11278195488721804,4.285714285714286,16.12781954887218,11.052631578947368,1.0150375939849623,0.3383458646616541,1.1278195488721803,0.6766917293233082,2.3684210526315788,1.300.000 €
811572,José Corpas,Eibar,M,"['RW', 'DR']",35 años,174,Derecho,30/06/2026,485000.0,5,6,3168,6.92,42,40.78,58,58,23,12,5,260,72.92,986,719,41,31,43,14,0,37,256.0,37,103.0,39.6551724137931,5.88235294117647,0.14204545454545453,0.17045454545454547,1.1931818181818181,1.6477272727272727,1.6477272727272727,0.6534090909090909,0.34090909090909094,0.14204545454545453,7.386363636363637,28.011363636363637,20.426136363636363,1.1647727272727273,0.8806818181818182,1.2215909090909092,1.0511363636363638,2.9261363636363638,485.000 €
