id,nombre,equipo,posicion,posicion_detallada,edad,altura,pie_dominante,contrato_hasta,valor_mercado,goles,asistencias,minutos_jugados,valoracion,regates_exitosos,porcentaje_regates_exitosos,pases_clave,tiros_totales,tiros_a_puerta,grandes_ocasiones_creadas,grandes_ocasiones_falladas,pases_ultimo_tercio,porcentaje_pases_acertados,pases_totales,pases_acertados,duelos_aereos_perdidos,intercepciones,entradas,tarjetas_amarillas,tarjetas_rojas,perdidas_de_balon,valoracion_total,conteo_valoraciones,regates_intentados,porcentaje_tiros_a_puerta,porcentaje_pases_clave,goles_por_90,asistencias_por_90,regates_exitosos_por_90,pases_clave_por_90,tiros_totales_por_90,tiros_a_puerta_por_90,grandes_ocasiones_creadas_por_90,grandes_ocasiones_falladas_por_90,pases_ultimo_tercio_por_90,pases_totales_por_90,pases_acertados_por_90,duelos_aereos_perdidos_por_90,intercepciones_por_90,entradas_por_90,perdidas_de_balon_por_90,regates_intentados_por_90,valor_mercado_fmt
905350,Taisei Miyashiro,Las Palmas,M,"['MC', 'LW']",26 años,179,Derecho,30/06/2026,1700000.0,4,1,946,6.74,8,32.0,8,24,9,2,3,96,86.71,286,248,19,4,24,1,0,18,94.4,14,25.0,37.5,2.797202797202797,0.3805496828752643,0.09513742071881608,0.7610993657505286,0.7610993657505286,2.2832980972515857,0.8562367864693446,0.19027484143763215,0.2854122621564482,9.133192389006343,27.209302325581394,23.594080338266387,1.807610993657505,0.3805496828752643,2.2832980972515857,1.7124735729386893,2.3784355179704018,1.700.000 €
1031481,Diego Bri,Córdoba,D,['RW'],24 años,175,Zurdo,30/06/2026,630000.0,3,3,1057,6.74,16,61.54,13,17,12,2,5,99,80.37,377,303,12,12,24,0,0,17,161.8,24,26.0,70.58823529411765,3.4482758620689653,0.2554399243140965,0.2554399243140965,1.3623462630085146,1.1069063386944182,1.447492904446547,1.021759697256386,0.17029328287606432,0.42573320719016083,8.429517502365185,32.10028382213813,25.79943235572375,1.021759697256386,1.021759697256386,2.043519394512772,1.447492904446547,2.2138126773888365,630.000 €
106288,Francisco Portillo,Huesca,M,"['AM', 'LW', 'MC']",36 años,169,Derecho,30/06/2026,185000.0,1,3,2539,6.74,23,45.1,44,27,10,5,5,364,84.46,1216,1027,45,11,39,4,0,41,242.7,36,51.0,37.03703703703704,3.618421052631579,0.035447026388341865,0.1063410791650256,0.815281606931863,1.5596691610870421,0.9570697124852304,0.3544702638834187,0.17723513194170934,0.17723513194170934,12.902717605356438,43.10358408822371,36.4040961008271,1.5951161874753839,0.38991729027176053,1.3824340291453328,1.4533280819220165,1.8077983458054352,185.000 €
1018516,Daniel Luna,Huesca,M,['RW'],23 años,178,Zurdo,30/06/2026,570000.0,2,0,1611,6.73,27,52.94,17,27,9,3,3,130,78.1,379,296,23,10,34,4,1,34,202.0,30,51.0,33.33333333333333,4.485488126649076,0.11173184357541899,0.0,1.5083798882681565,0.9497206703910613,1.5083798882681565,0.5027932960893855,0.16759776536312848,0.16759776536312848,7.262569832402234,21.1731843575419,16.536312849162012,1.2849162011173185,0.558659217877095,1.8994413407821227,1.8994413407821227,2.8491620111731844,570.000 €
954047,Konrad de la Fuente,AD Ceuta,F,"['LW', 'RW']",25 años,170,Derecho,30/06/2026,635000.0,3,1,1386,6.73,25,40.32,13,32,13,1,7,70,78.6,285,224,17,8,23,2,0,32,201.8,30,62.0,40.625,4.56140350877193,0.19480519480519481,0.06493506493506493,1.6233766233766234,0.8441558441558442,2.0779220779220777,0.8441558441558442,0.06493506493506493,0.4545454545454546,4.545454545454545,18.506493506493506,14.545454545454547,1.103896103896104,0.5194805194805194,1.4935064935064937,2.0779220779220777,4.025974025974026,635.000 €
925220,Pejiño,Las Palmas,M,"['RW', 'MR']",30 años,177,Zurdo,30/06/2026,550000.0,1,3,906,6.73,32,55.17,14,21,6,4,3,91,80.08,261,209,7,3,15,3,0,12,134.5,20,58.0,28.57142857142857,5.363984674329502,0.09933774834437085,0.2980132450331126,3.1788079470198674,1.390728476821192,2.0860927152317883,0.5960264900662252,0.3973509933774834,0.2980132450331126,9.039735099337749,25.927152317880793,20.76158940397351,0.695364238410596,0.2980132450331126,1.490066225165563,1.1920529801324504,5.76158940397351,550.000 €
965019,Stipe Biuk,Real Valladolid,M,['LW'],23 años,184,Derecho,30/06/2029,2200000.0,1,5,2049,6.72,46,47.42,29,48,13,8,6,174,75.35,564,425,22,13,47,5,0,30,235.3,35,97.0,27.083333333333332,5.141843971631205,0.043923865300146414,0.21961932650073207,2.020497803806735,1.273792093704246,2.108345534407028,0.5710102489019033,0.3513909224011713,0.2635431918008785,7.642752562225476,24.77306002928258,18.667642752562227,0.9663250366032211,0.5710102489019033,2.0644216691068813,1.3177159590043925,4.260614934114202,2.200.000 €
1531384,Antonio Cordero,Cádiz,M,['LW'],19 años,178,Derecho,30/06/2026,2100000.0,2,0,1131,6.72,7,24.14,20,24,10,3,3,100,81.12,286,232,6,3,7,2,0,16,127.7,19,29.0,41.66666666666667,6.993006993006993,0.15915119363395225,0.0,0.5570291777188329,1.5915119363395227,1.909814323607427,0.7957559681697614,0.23872679045092837,0.23872679045092837,7.957559681697613,22.758620689655174,18.46153846153846,0.47745358090185674,0.23872679045092837,0.5570291777188329,1.273209549071618,2.3076923076923075,2.100.000 €
1594117,Pablo Santiago,CD Castellón,M,['LW'],25 años,173,Derecho,30/06/2028,650000.0,3,5,1652,6.71,19,52.78,31,30,11,10,5,211,78.85,520,410,24,7,19,3,0,32,201.4,30,36.0,36.666666666666664,5.961538461538462,0.16343825665859565,0.27239709443099275,1.0351089588377724,1.6888619854721552,1.6343825665859564,0.5992736077481841,0.5447941888619855,0.27239709443099275,11.495157384987893,28.329297820823246,22.336561743341406,1.3075060532687652,0.3813559322033898,1.0351089588377724,1.7433414043583535,1.9612590799031475,650.000 €
566894,Stoichkov,Deportivo de La Coruña,F,"['ST', 'LW', 'AM']",32 años,178,Derecho,30/06/2026,485000.0,5,3,1633,6.71,11,42.31,20,30,13,8,3,95,71.72,343,246,28,3,24,5,0,15,221.3,33,26.0,43.333333333333336,5.830903790087463,0.27556644213104714,0.1653398652786283,0.6062461726883037,1.1022657685241886,1.653398652786283,0.7164727495407227,0.44090630740967546,0.1653398652786283,5.235762400489896,18.903857930189833,13.557868952847521,1.543172075933864,0.1653398652786283,1.3227189222290263,0.8266993263931415,1.4329454990814454,485.000 €
1006232,Julen Lobete,Málaga CF,F,"['ST', 'LW']",25 años,176,Derecho,30/06/2027,1200000.0,2,3,911,6.7,23,50.0,13,33,14,3,2,97,82.58,264,218,18,9,14,3,0,19,174.3,26,46.0,42.42424242424242,4.924242424242424,0.19758507135016465,0.29637760702524696,2.2722283205268936,1.2843029637760703,3.260153677277717,1.3830954994511526,0.29637760702524696,0.19758507135016465,9.582875960482985,26.081229418221735,21.536772777167947,1.7782656421514818,0.8891328210757409,1.3830954994511526,1.8770581778265643,4.544456641053787,1.200.000 €
1516812,Ali Houary,Mirandés,M,['LW'],21 años,178,Derecho,30/06/2026,310000.0,0,1,642,6.7,10,52.63,6,17,4,1,0,61,79.54,259,206,7,4,24,1,1,0,87.1,13,19.0,23.52941176470588,2.3166023166023164,0.0,0.14018691588785046,1.4018691588785046,0.8411214953271028,2.383177570093458,0.5607476635514018,0.14018691588785046,0.0,8.551401869158878,36.30841121495327,28.878504672897193,0.9813084112149533,0.5607476635514018,3.364485981308411,0.0,2.663551401869159,310.000 €
813548,Liberto Beltrán,Huesca,F,"['LW', 'ML']",29 años,171,Zurdo,30/06/2027,290000.0,2,0,1065,6.68,10,43.48,8,34,9,2,4,58,68.78,205,141,16,10,17,3,0,9,167.1,25,23.0,26.47058823529412,3.902439024390244,0.16901408450704225,0.0,0.8450704225352113,0.676056338028169,2.8732394366197185,0.76056338028169,0.16901408450704225,0.3380281690140845,4.901408450704225,17.323943661971832,11.915492957746478,1.352112676056338,0.8450704225352113,1.4366197183098592,0.76056338028169,1.943661971830986,290.000 €
1526648,Sergio Rodelas,Granada,F,['LW'],21 años,168,Zurdo,30/06/2028,875000.0,0,1,590,6.68,16,53.33,12,14,4,4,1,40,68.86,167,115,10,5,20,2,0,8,167.1,25,30.0,28.57142857142857,7.18562874251497,0.0,0.15254237288135591,2.4406779661016946,1.830508474576271,2.135593220338983,0.6101694915254237,0.6101694915254237,0.15254237288135591,6.101694915254237,25.47457627118644,17.542372881355934,1.5254237288135593,0.7627118644067796,3.0508474576271185,1.2203389830508473,4.576271186440678,875.000 €
1210425,Kenneth Mamah,CD Castellón,M,"['RW', 'MR']",28 años,182,Derecho,30/06/2027,645000.0,1,0,465,6.68,5,45.45,4,8,3,0,1,57,82.32,181,149,0,5,10,1,0,5,80.2,12,11.0,37.5,2.209944751381215,0.1935483870967742,0.0,0.967741935483871,0.7741935483870968,1.5483870967741935,0.5806451612903226,0.0,0.1935483870967742,11.032258064516128,35.03225806451613,28.838709677419356,0.0,0.967741935483871,1.935483870967742,0.967741935483871,2.129032258064516,645.000 €
1031637,Gaspar Campos,Sporting Gijón,M,"['LW', 'ML']",26 años,175,Derecho,30/06/2028,2200000.0,5,2,1923,6.66,31,54.39,17,51,20,5,4,240,82.48,628,518,24,14,37,3,0,38,219.8,33,57.0,39.21568627450981,2.7070063694267517,0.23400936037441497,0.093603744149766,1.4508580343213728,0.7956318252730109,2.386895475819033,0.9360374414976599,0.23400936037441497,0.187207488299532,11.23244929797192,29.391575663026522,24.243369734789393,1.1232449297971918,0.6552262090483619,1.7316692667706708,1.7784711388455536,2.667706708268331,2.200.000 €
1134395,Naim García,Leganés,M,['RW'],24 años,179,Zurdo,30/06/2027,825000.0,2,2,2167,6.66,29,48.33,39,35,11,6,2,138,78.6,584,459,19,13,29,4,0,19,213.0,32,60.0,31.428571428571427,6.678082191780822,0.08306414397784956,0.08306414397784956,1.2044300876788185,1.6197508075680667,1.453622519612367,0.45685279187817257,0.2491924319335487,0.08306414397784956,5.731425934471621,24.25473004153207,19.063221042916474,0.7891093677895709,0.5399169358560222,1.2044300876788185,0.7891093677895709,2.491924319335487,825.000 €
826003,Jordi Mboula,Cultural Leonesa,F,['RW'],27 años,182,Ambidiestro,N/D,455000.0,0,1,484,6.65,5,41.67,9,8,3,2,0,31,76.61,124,95,3,2,11,0,0,7,79.8,12,12.0,37.5,7.258064516129033,0.0,0.1859504132231405,0.9297520661157025,1.6735537190082646,1.487603305785124,0.5578512396694215,0.371900826446281,0.0,5.7644628099173545,23.057851239669418,17.66528925619835,0.5578512396694215,0.371900826446281,2.0454545454545454,1.3016528925619835,2.231404958677686,455.000 €
1547308,Efe Ugiagbe,Huesca,F,['LW'],22 años,178,Derecho,30/06/2026,,1,0,553,6.65,25,53.19,1,11,2,0,2,38,75.76,132,100,9,6,8,1,0,16,132.9,20,47.0,18.181818181818183,0.7575757575757576,0.162748643761302,0.0,4.06871609403255,0.162748643761302,1.790235081374322,0.325497287522604,0.0,0.325497287522604,6.184448462929476,21.482820976491862,16.2748643761302,1.464737793851718,0.976491862567812,1.301989150090416,2.603978300180832,7.649186256781194,N/D
1605227,Aingeru Olabarrieta,FC Andorra,M,['RW'],20 años,182,Zurdo,30/06/2026,855000.0,1,0,1166,6.64,29,46.77,13,32,7,1,0,124,80.58,345,278,4,4,8,5,0,10,179.4,27,62.0,21.875,3.768115942028986,0.07718696397941681,0.0,2.2384219554030875,1.0034305317324186,2.469982847341338,0.5403087478559176,0.07718696397941681,0.0,9.571183533447684,26.629502572898797,21.457975986277873,0.30874785591766724,0.30874785591766724,0.6174957118353345,0.7718696397941681,4.785591766723842,855.000 €
1398515,Aisar Ahmed,AD Ceuta,D,"['DR', 'RW']",25 años,172,Derecho,30/06/2026,650000.0,0,2,2772,6.64,10,32.26,22,14,2,1,2,186,79.14,863,683,25,39,41,5,1,17,239.0,36,31.0,14.285714285714285,2.549246813441483,0.0,0.06493506493506493,0.3246753246753247,0.7142857142857142,0.4545454545454546,0.06493506493506493,0.032467532467532464,0.06493506493506493,6.038961038961039,28.01948051948052,22.175324675324674,0.8116883116883117,1.2662337662337664,1.331168831168831,0.551948051948052,1.0064935064935066,650.000 €
1134538,Mateo Mejía,Burgos Club de Fútbol,M,['RW'],23 años,188,Derecho,30/06/2028,410000.0,3,0,466,6.64,3,50.0,2,12,4,0,0,16,71.93,57,41,10,1,8,4,0,3,112.8,17,6.0,33.33333333333333,3.508771929824561,0.5793991416309013,0.0,0.5793991416309013,0.38626609442060084,2.3175965665236054,0.7725321888412017,0.0,0.0,3.0901287553648067,11.008583690987125,7.918454935622318,1.9313304721030042,0.19313304721030042,1.5450643776824033,0.5793991416309013,1.1587982832618027,410.000 €
790833,Sergi Canós,Real Valladolid,M,"['LW', 'ML', 'MR']",29 años,173,Derecho,30/06/2026,840000.0,2,1,995,6.63,8,34.78,20,28,8,1,0,87,72.22,324,234,4,8,25,4,0,11,139.3,21,23.0,28.57142857142857,6.172839506172839,0.18090452261306533,0.09045226130653267,0.7236180904522613,1.8090452261306533,2.532663316582915,0.7236180904522613,0.09045226130653267,0.0,7.869346733668342,29.306532663316585,21.165829145728644,0.36180904522613067,0.7236180904522613,2.261306532663317,0.9949748743718594,2.080402010050251,840.000 €
1441821,Iker Varela,Mirandés,M,['LW'],23 años,188,Ambidiestro,30/06/2026,320000.0,1,0,792,6.63,5,27.78,4,18,7,0,2,49,68.18,176,120,7,2,9,2,0,10,99.5,15,18.0,38.88888888888889,2.272727272727273,0.11363636363636365,0.0,0.5681818181818181,0.4545454545454546,2.0454545454545454,0.7954545454545454,0.0,0.2272727272727273,5.568181818181818,20.0,13.636363636363637,0.7954545454545454,0.2272727272727273,1.0227272727272727,1.1363636363636362,2.0454545454545454,320.000 €
811493,Salvi Sánchez,AD Ceuta,F,"['RW', 'MR']",35 años,175,Derecho,30/06/2026,180000.0,0,2,496,6.63,2,25.0,6,8,2,2,1,46,71.52,158,113,5,1,10,3,0,2,125.9,19,8.0,25.0,3.79746835443038,0.0,0.3629032258064516,0.3629032258064516,1.0887096774193548,1.4516129032258065,0.3629032258064516,0.3629032258064516,0.1814516129032258,8.346774193548388,28.669354838709676,20.504032258064516,0.907258064516129,0.1814516129032258,1.814516129032258,0.3629032258064516,1.4516129032258065,180.000 €
605510,José Carlos Lazo,Albacete Balompié,M,['LW'],30 años,177,Ambidiestro,30/06/2026,450000.0,3,2,1309,6.63,6,30.0,28,44,13,5,1,132,73.88,402,297,17,16,18,5,0,15,212.0,32,20.0,29.545454545454547,6.965174129353234,0.20626432391138275,0.13750954927425516,0.4125286478227655,1.9251336898395721,3.0252100840336134,0.8938120702826585,0.3437738731856379,0.06875477463712758,9.07563025210084,27.639419404125288,20.42016806722689,1.168831168831169,1.1000763941940412,1.2375859434682965,1.0313216195569137,1.3750954927425516,450.000 €
1470379,Alex Calvo,FC Andorra,F,['RW'],22 años,170,Zurdo,30/06/2028,440000.0,1,0,508,6.61,13,39.39,8,12,6,4,0,53,82.27,220,181,10,4,12,1,0,7,92.6,14,33.0,50.0,3.6363636363636362,0.17716535433070865,0.0,2.3031496062992125,1.4173228346456692,2.1259842519685037,1.0629921259842519,0.7086614173228346,0.0,9.38976377952756,38.976377952755904,32.06692913385827,1.7716535433070866,0.7086614173228346,2.1259842519685037,1.2401574803149606,5.846456692913385,440.000 €
1602590,Alex Marchal,Real Sociedad B U21,M,['LW'],18 años,181,Derecho,30/06/2027,2100000.0,1,1,1053,6.61,10,31.25,16,18,8,3,3,73,80.51,277,223,15,6,19,1,0,13,185.0,28,32.0,44.44444444444444,5.776173285198556,0.08547008547008547,0.08547008547008547,0.8547008547008547,1.3675213675213675,1.5384615384615385,0.6837606837606838,0.25641025641025644,0.25641025641025644,6.239316239316239,23.675213675213676,19.05982905982906,1.2820512820512822,0.5128205128205129,1.6239316239316237,1.1111111111111112,2.735042735042735,2.100.000 €
889815,Patrick Soko,Almería,F,"['ST', 'MR', 'RW']",28 años,176,Derecho,30/06/2028,1200000.0,0,1,759,6.59,10,43.48,13,23,4,4,1,49,74.45,137,102,14,3,5,1,0,7,138.3,21,23.0,17.391304347826086,9.48905109489051,0.0,0.11857707509881424,1.1857707509881423,1.541501976284585,2.7272727272727275,0.47430830039525695,0.47430830039525695,0.11857707509881424,5.810276679841897,16.245059288537547,12.09486166007905,1.6600790513833992,0.3557312252964427,0.5928853754940712,0.8300395256916996,2.7272727272727275,1.200.000 €
1164676,Marcos Cuenca,Real Zaragoza,F,['RW'],23 años,184,Derecho,30/06/2028,370000.0,0,1,1179,6.58,20,41.67,16,32,7,3,9,75,67.92,240,163,21,5,14,3,1,20,171.2,26,48.0,21.875,6.666666666666667,0.0,0.07633587786259542,1.5267175572519083,1.2213740458015268,2.4427480916030535,0.5343511450381679,0.22900763358778628,0.6870229007633587,5.7251908396946565,18.3206106870229,12.442748091603052,1.6030534351145038,0.38167938931297707,1.0687022900763359,1.5267175572519083,3.6641221374045805,370.000 €
962378,Valery Fernández,Real Zaragoza,M,['LW'],26 años,179,Derecho,30/06/2028,680000.0,0,0,974,6.57,12,66.67,7,4,0,1,0,69,85.24,271,231,8,3,16,1,0,3,118.2,18,18.0,0.0,2.5830258302583027,0.0,0.0,1.108829568788501,0.6468172484599589,0.3696098562628337,0.0,0.09240246406570843,0.0,6.3757700205338805,25.041067761806982,21.344969199178642,0.7392197125256674,0.27720739219712526,1.4784394250513349,0.27720739219712526,1.6632443531827514,680.000 €
1010513,Jordi Martín,Huesca,M,"['LW', 'RW']",25 años,174,Zurdo,30/06/2027,425000.0,0,1,641,6.55,3,30.0,7,4,1,0,0,47,76.11,247,188,7,11,14,3,0,2,98.2,15,10.0,25.0,2.834008097165992,0.0,0.14040561622464898,0.421216848673947,0.982839313572543,0.5616224648985959,0.14040561622464898,0.0,0.0,6.599063962558502,34.6801872074883,26.39625585023401,0.982839313572543,1.544461778471139,1.965678627145086,0.28081123244929795,1.40405616224649,425.000 €
1010409,Xeber Alkain,Eibar,M,['RW'],29 años,174,Derecho,30/06/2027,745000.0,0,1,508,6.52,10,41.67,5,14,5,1,3,57,80.86,162,131,2,2,14,1,0,8,84.7,13,24.0,35.714285714285715,3.0864197530864197,0.0,0.17716535433070865,1.7716535433070866,0.8858267716535433,2.4803149606299213,0.8858267716535433,0.17716535433070865,0.5314960629921259,10.098425196850393,28.700787401574804,23.208661417322833,0.3543307086614173,0.3543307086614173,2.4803149606299213,1.4173228346456692,4.251968503937007,745.000 €
1160061,Dani Queipo,Sporting Gijón,F,['LW'],24 años,168,Derecho,30/06/2027,1100000.0,0,1,583,6.51,4,28.57,3,10,1,1,3,52,77.19,171,132,15,5,25,4,0,8,143.3,22,14.0,10.0,1.7543859649122806,0.0,0.15437392795883362,0.6174957118353345,0.4631217838765009,1.5437392795883362,0.15437392795883362,0.15437392795883362,0.4631217838765009,8.027444253859349,26.39794168096055,20.37735849056604,2.3156089193825045,0.7718696397941681,3.8593481989708405,1.234991423670669,2.1612349914236706,1.100.000 €
