id,nombre,equipo,posicion,posicion_detallada,edad,altura,pie_dominante,contrato_hasta,valor_mercado,goles,asistencias,minutos_jugados,valoracion,regates_exitosos,porcentaje_regates_exitosos,pases_clave,tiros_totales,tiros_a_puerta,grandes_ocasiones_creadas,grandes_ocasiones_falladas,pases_ultimo_tercio,porcentaje_pases_acertados,pases_totales,pases_acertados,duelos_aereos_perdidos,intercepciones,entradas,tarjetas_amarillas,tarjetas_rojas,perdidas_de_balon,valoracion_total,conteo_valoraciones,regates_intentados,porcentaje_tiros_a_puerta,porcentaje_pases_clave,goles_por_90,asistencias_por_90,regates_exitosos_por_90,pases_clave_por_90,tiros_totales_por_90,tiros_a_puerta_por_90,grandes_ocasiones_creadas_por_90,grandes_ocasiones_falladas_por_90,pases_ultimo_tercio_por_90,pases_totales_por_90,pases_acertados_por_90,duelos_aereos_perdidos_por_90,intercepciones_por_90,entradas_por_90,perdidas_de_balon_por_90,regates_intentados_por_90,valor_mercado_fmt,perdidas_de_balon_por_90_invertido,grandes_ocasiones_falladas_por_90_invertido,regates_intentados_por_90_pctl,porcentaje_regates_exitosos_pctl,tiros_totales_por_90_pctl,porcentaje_tiros_a_puerta_pctl,goles_por_90_pctl,pases_clave_por_90_pctl,porcentaje_pases_clave_pctl,grandes_ocasiones_creadas_por_90_pctl,asistencias_por_90_pctl,jugador_seguro,REGATEADOR,FINALIZADOR,CREADOR
605674,Iñigo Vicente,Real Racing Club,M,"['LW', 'AM']",28 años,178,Derecho,30/06/2030,5600000.0,8,18,3050,7.54,46,54.12,136,48,24,38,4,705,76.28,1927,1470,12,20,56,9,0,56,286.6,38,85.0,50.0,7.0576024909185255,0.2360655737704918,0.5311475409836065,1.357377049180328,4.013114754098361,1.4163934426229507,0.7081967213114754,1.121311475409836,0.1180327868852459,20.803278688524593,56.86229508196721,43.377049180327866,0.3540983606557377,0.5901639344262295,1.6524590163934427,1.6524590163934427,2.5081967213114753,5.600.000 €,30.952380952380953,66.66666666666666,40.476190476190474,85.71428571428571,14.285714285714285,92.26190476190477,69.04761904761905,100.0,78.57142857142857,100.0,100.0,False,52.14,54.67,86.43
1002405,David Larrubia,Málaga CF,M,"['MR', 'RW']",24 años,172,Ambidiestro,30/06/2028,4200000.0,9,3,3009,7.3,100,44.44,48,84,32,8,4,354,80.84,950,768,16,25,105,4,0,58,262.9,36,225.0,38.095238095238095,5.052631578947368,0.2691924227318046,0.0897308075772681,2.991026919242273,1.435692921236291,2.5124626121635094,0.9571286141575274,0.2392821535393818,0.1196410767696909,10.588235294117649,28.414755732801595,22.971086739780656,0.4785643070787637,0.7477567298105683,3.1405782652043865,1.7347956131605184,6.7298105682951155,4.200.000 €,23.809523809523807,64.28571428571429,98.80952380952381,46.42857142857143,75.0,63.095238095238095,72.61904761904762,58.333333333333336,51.19047619047619,48.80952380952381,35.714285714285715,False,68.1,65.65,46.31
922939,Andrés Martín,Real Racing Club,M,['RW'],27 años,178,Zurdo,30/06/2028,7200000.0,20,9,3189,7.27,44,45.83,85,110,46,20,13,340,71.87,942,677,8,25,26,8,0,66,276.2,38,96.0,41.81818181818181,9.023354564755838,0.5644402634054563,0.2539981185324553,1.2417685794920037,2.3988711194731893,3.1044214487300095,1.2982126058325494,0.5644402634054563,0.3668861712135465,9.595484477892755,26.58513640639699,19.106302916274693,0.2257761053621824,0.7055503292568204,0.7337723424270931,1.8626528692380055,2.70931326434619,7.200.000 €,16.666666666666664,16.666666666666664,48.80952380952381,55.952380952380956,92.85714285714286,76.19047619047619,95.23809523809523,92.85714285714286,96.42857142857143,90.47619047619048,80.95238095238095,False,44.52,72.14,69.58
1160969,Brian Cipenga,CD Castellón,F,['LW'],28 años,169,Derecho,30/06/2026,2100000.0,6,9,2079,7.21,60,45.11,46,48,21,10,5,293,71.27,616,439,30,9,43,1,0,41,201.9,28,133.0,43.75,7.467532467532467,0.2597402597402597,0.3896103896103896,2.5974025974025974,1.9913419913419912,2.0779220779220777,0.9090909090909092,0.4329004329004329,0.2164502164502164,12.683982683982684,26.666666666666664,19.004329004329005,1.2987012987012987,0.3896103896103896,1.8614718614718613,1.774891774891775,5.757575757575758,2.100.000 €,20.238095238095237,44.047619047619044,94.04761904761905,48.80952380952381,50.595238095238095,84.52380952380952,71.42857142857143,89.28571428571429,84.52380952380952,77.38095238095238,98.80952380952381,False,65.71,58.96,66.67
813737,Cristian Carracedo,Córdoba,F,['RW'],30 años,179,Derecho,30/06/2028,775000.0,3,12,2977,7.21,86,60.56,105,45,17,15,3,546,80.33,1256,1009,20,20,70,9,0,62,266.6,37,142.0,37.77777777777778,8.359872611464967,0.0906953308700033,0.3627813234800134,2.59993281827343,3.1743365804501176,1.3604299630500505,0.5139402082633524,0.4534766543500168,0.0906953308700033,16.506550218340614,37.97111185757474,30.503862949277796,0.6046355391333558,0.6046355391333558,2.116224386966745,1.8743701713134029,4.2929123278468255,775.000 €,15.476190476190476,72.61904761904762,75.0,96.42857142857143,11.904761904761903,60.71428571428571,26.190476190476193,98.80952380952381,92.85714285714286,82.14285714285714,95.23809523809523,False,69.52,33.69,80.71
910022,Rober González,Real Zaragoza,M,"['AM', 'RW']",25 años,169,Ambidiestro,30/06/2026,630000.0,2,1,1248,7.19,19,45.24,22,22,8,7,3,109,74.71,348,260,6,5,35,2,0,28,107.8,15,42.0,36.36363636363637,6.321839080459771,0.1442307692307692,0.0721153846153846,1.3701923076923077,1.5865384615384617,1.5865384615384617,0.5769230769230769,0.5048076923076923,0.2163461538461538,7.860576923076923,25.096153846153847,18.75,0.4326923076923077,0.360576923076923,2.5240384615384617,2.019230769230769,3.0288461538461537,630.000 €,9.523809523809524,45.23809523809524,59.523809523809526,50.595238095238095,28.57142857142857,47.61904761904761,40.476190476190474,65.47619047619048,66.66666666666666,86.90476190476191,26.190476190476193,False,46.85,36.19,46.73
1096950,Yeremay Hernández,Deportivo de La Coruña,M,"['LW', 'ML']",23 años,169,Derecho,30/06/2030,23000000.0,11,9,2833,7.14,85,50.9,56,95,32,9,9,385,86.13,988,851,16,20,47,5,1,54,257.2,36,167.0,33.68421052631579,5.668016194331984,0.3494528768090363,0.2859159901164843,2.7003176844334624,1.7790328273914575,3.018002117896223,1.016590187080833,0.2859159901164843,0.2859159901164843,12.230850688316272,31.38722202612072,27.0349452876809,0.5082950935404165,0.6353688669255206,1.4931168372749737,1.7154959406989057,5.305330038828098,23.000.000 €,25.0,23.809523809523807,90.47619047619048,66.66666666666666,90.47619047619048,40.476190476190474,83.33333333333334,80.95238095238095,55.952380952380956,53.57142857142857,85.71428571428571,False,70.24,63.93,62.68
966836,Álex Sola,Granada,F,"['RW', 'DR']",27 años,178,Derecho,30/06/2026,1600000.0,3,3,2577,7.12,57,45.24,43,55,13,10,8,158,72.68,549,399,29,21,62,4,0,48,249.3,35,126.0,23.636363636363637,7.832422586520947,0.1047729918509895,0.1047729918509895,1.990686845168801,1.5017462165308495,1.920838183934808,0.4540162980209546,0.3492433061699651,0.279394644935972,5.518044237485448,19.173457508731083,13.934807916181606,1.0128055878928988,0.7334109429569267,2.1653084982537836,1.6763678696158324,4.40046565774156,1.600.000 €,29.761904761904763,28.57142857142857,77.38095238095238,50.595238095238095,39.285714285714285,13.095238095238097,29.761904761904763,59.523809523809526,86.90476190476191,61.904761904761905,45.23809523809524,False,59.82,29.46,47.62
1142255,Josep Cerdà,FC Andorra,M,['LW'],23 años,175,Derecho,30/06/2027,525000.0,9,3,1260,7.08,28,43.75,13,30,16,5,4,127,85.71,287,246,33,5,10,2,0,34,141.5,20,64.0,53.333333333333336,4.529616724738676,0.6428571428571428,0.2142857142857143,2.0,0.9285714285714286,2.142857142857143,1.1428571428571428,0.3571428571428571,0.2857142857142857,9.071428571428571,20.5,17.571428571428573,2.357142857142857,0.3571428571428571,0.7142857142857142,2.428571428571429,4.571428571428571,525.000 €,4.761904761904762,25.0,80.95238095238095,41.66666666666667,58.333333333333336,94.64285714285714,97.61904761904762,22.61904761904762,39.285714285714285,65.47619047619048,76.19047619047619,False,53.93,67.17,41.19
1094517,Jonathan Dubasin,Sporting Gijón,M,['RW'],26 años,180,Derecho,30/06/2028,3800000.0,16,3,2834,7.07,35,58.33,26,61,27,6,12,301,81.35,917,746,51,12,43,4,2,42,247.5,35,60.0,44.26229508196721,2.8353326063249726,0.5081157374735357,0.0952717007762879,1.111503175723359,0.8256880733944955,1.937191249117855,0.8574453069865915,0.1905434015525758,0.3810868031051517,9.55892731122089,29.12138320395201,23.6908962597036,1.619618913196895,0.3810868031051517,1.3655610444601272,1.333803810868031,1.9054340155257588,3.800.000 €,41.66666666666667,15.476190476190476,19.047619047619047,92.85714285714286,41.66666666666667,86.90476190476191,92.85714285714286,16.666666666666664,17.857142857142858,39.285714285714285,41.66666666666667,False,45.71,62.44,30.0
966804,Jon Morcillo,Almería,M,"['ML', 'LW']",27 años,183,Zurdo,30/06/2030,1900000.0,8,5,2001,7.03,35,60.34,47,66,21,15,1,186,73.2,582,426,11,13,14,2,0,19,267.0,38,58.0,31.818181818181817,8.075601374570446,0.3598200899550224,0.224887556221889,1.5742128935532234,2.113943028485757,2.9685157421289357,0.944527736131934,0.6746626686656672,0.0449775112443778,8.365817091454273,26.176911544227885,19.160419790104942,0.4947526236881559,0.5847076461769115,0.6296851574212894,0.8545727136431784,2.608695652173913,1.900.000 €,77.38095238095238,86.90476190476191,44.047619047619044,95.23809523809523,88.09523809523809,33.92857142857143,84.52380952380952,91.66666666666666,90.47619047619048,96.42857142857143,78.57142857142857,False,66.07,77.47,78.57
346516,Adrián Embarba,Almería,M,"['LW', 'RW']",34 años,173,Derecho,30/06/2028,635000.0,14,9,2561,7.01,43,38.74,55,99,40,10,8,262,73.99,769,569,34,19,56,7,1,43,259.5,37,111.0,40.4040404040404,7.152145643693109,0.4919953143303397,0.3162827020695041,1.5111284654431862,1.9328387348691916,3.4791097227645453,1.4057008980866847,0.3514252245216712,0.281140179617337,9.207340882467786,27.024599765716516,19.996095275283093,1.1948457633736822,0.6677079265911753,1.9679812573213589,1.5111284654431862,3.9008199921905504,635.000 €,35.714285714285715,27.380952380952383,65.47619047619048,21.428571428571427,97.61904761904762,70.23809523809523,91.66666666666666,86.90476190476191,79.76190476190477,64.28571428571429,91.66666666666666,False,46.31,74.7,63.209999999999994
1082970,Kialy Abdoul Kone,AD Ceuta,M,"['LW', 'ML']",29 años,178,Zurdo,30/06/2026,840000.0,2,4,2270,6.98,67,57.26,33,22,7,7,1,215,72.83,762,555,28,9,42,4,0,41,230.5,33,117.0,31.818181818181817,4.330708661417323,0.079295154185022,0.158590308370044,2.656387665198238,1.3083700440528634,0.8722466960352422,0.2775330396475771,0.2775330396475771,0.039647577092511,8.524229074889869,30.21145374449339,22.004405286343612,1.1101321585903083,0.3568281938325991,1.6651982378854626,1.6255506607929515,4.638766519823788,840.000 €,32.142857142857146,88.09523809523809,84.52380952380952,91.66666666666666,5.952380952380952,33.92857142857143,22.61904761904762,48.80952380952381,34.523809523809526,52.38095238095239,64.28571428571429,False,76.19,30.92,37.38
954688,Lucas Ribeiro,Cultural Leonesa,F,"['RW', 'ST']",27 años,181,Zurdo,30/06/2026,1400000.0,4,1,1170,6.98,48,58.54,34,31,13,9,6,155,82.05,429,352,11,3,17,8,1,23,167.4,24,82.0,41.935483870967744,7.925407925407925,0.3076923076923077,0.0769230769230769,3.692307692307693,2.6153846153846154,2.3846153846153846,1.0,0.6923076923076923,0.4615384615384615,11.923076923076923,33.0,27.076923076923077,0.8461538461538461,0.2307692307692307,1.3076923076923077,1.7692307692307692,6.3076923076923075,1.400.000 €,21.428571428571427,10.714285714285714,97.61904761904762,94.04761904761905,66.66666666666666,77.38095238095238,80.95238095238095,95.23809523809523,88.09523809523809,97.61904761904762,28.57142857142857,False,81.31,60.36,73.69
1390389,Duk,Leganés,F,"['ST', 'LW']",26 años,182,Derecho,30/06/2027,2300000.0,4,5,2346,6.96,59,40.97,34,44,18,12,6,129,73.82,424,313,27,6,38,7,1,74,243.7,35,144.0,40.909090909090914,8.018867924528301,0.1534526854219949,0.1918158567774936,2.2634271099744248,1.3043478260869563,1.687979539641944,0.690537084398977,0.4603580562659847,0.2301790281329923,4.9488491048593355,16.265984654731458,12.0076726342711,1.0358056265984654,0.2301790281329923,1.4578005115089514,2.838874680306905,5.524296675191816,2.300.000 €,2.380952380952381,41.66666666666667,92.85714285714286,29.761904761904763,33.33333333333333,73.21428571428571,42.857142857142854,47.61904761904761,89.28571428571429,83.33333333333334,73.80952380952381,False,55.83,40.8,49.94
966526,Luismi Cruz,Deportivo de La Coruña,M,"['MR', 'RW']",25 años,166,Zurdo,30/06/2029,1400000.0,3,8,2326,6.96,31,50.0,77,28,7,10,2,310,81.43,770,627,11,8,28,4,0,31,257.5,37,62.0,25.0,10.0,0.116079105760963,0.3095442820292347,1.1994840928632846,2.9793637145313845,1.0834049871023217,0.2708512467755803,0.3869303525365434,0.0773860705073086,11.994840928632849,29.793637145313845,24.260533104041272,0.4256233877901977,0.3095442820292347,1.0834049871023217,1.1994840928632846,2.3989681857265692,1.400.000 €,55.952380952380956,75.0,35.714285714285715,63.69047619047619,8.333333333333332,15.476190476190476,34.523809523809526,97.61904761904762,100.0,72.61904761904762,89.28571428571429,False,48.15,33.33,84.23
1002343,Souleymane Faye,Granada,F,"['ST', 'LW']",23 años,179,Derecho,30/06/2030,4300000.0,2,6,1611,6.96,27,35.53,23,37,13,7,1,145,77.81,401,312,35,7,18,2,0,37,132.2,19,76.0,35.13513513513514,5.7356608478802995,0.1117318435754189,0.3351955307262569,1.5083798882681565,1.2849162011173183,2.0670391061452515,0.7262569832402235,0.3910614525139664,0.0558659217877094,8.100558659217878,22.40223463687151,17.43016759776536,1.9553072625698324,0.3910614525139664,1.005586592178771,2.0670391061452515,4.245810055865921,4.300.000 €,8.333333333333332,83.33333333333334,70.23809523809523,17.857142857142858,47.61904761904761,45.23809523809524,31.547619047619047,46.42857142857143,57.14285714285714,73.80952380952381,94.04761904761905,False,42.14,43.07,56.31
936234,Juan Cruz,Leganés,M,['RW'],26 años,179,Zurdo,30/06/2029,1900000.0,3,3,2767,6.94,32,45.71,59,61,20,15,6,256,79.98,839,671,21,9,39,3,0,35,249.9,36,70.0,32.78688524590164,7.032181168057211,0.0975786049873509,0.0975786049873509,1.0408384531984098,1.919045898084568,1.9840983014094689,0.6505240332490061,0.4878930249367546,0.1951572099747018,8.326707625587279,27.28948319479581,21.825081315504157,0.6830502349114564,0.2927358149620527,1.2685218648355618,1.1384170581857609,2.2768341163715213,1.900.000 €,60.71428571428571,50.0,30.952380952380953,53.57142857142857,44.047619047619044,35.714285714285715,27.380952380952383,84.52380952380952,77.38095238095238,85.71428571428571,42.857142857142854,True,43.69,39.52,73.93
1111081,Job Ochieng,Real Sociedad B U21,M,['RW'],23 años,185,Derecho,30/06/2028,1100000.0,9,2,1577,6.93,32,40.51,21,51,20,3,9,82,70.23,309,217,29,7,29,7,0,14,173.3,25,79.0,39.21568627450981,6.796116504854369,0.5136334812935954,0.1141407736207989,1.8262523779327835,1.1984781230183892,2.910589727330374,1.14140773620799,0.1712111604311984,0.5136334812935954,4.679771718452758,17.634749524413444,12.38427393785669,1.6550412175015852,0.3994927076727964,1.6550412175015852,0.7989854153455929,4.508560558021561,1.100.000 €,80.95238095238095,8.333333333333332,78.57142857142857,27.380952380952383,86.90476190476191,66.07142857142857,94.04761904761905,40.476190476190474,72.61904761904762,32.142857142857146,47.61904761904761,False,63.69,73.9,40.36
1146312,David Mella,Deportivo de La Coruña,M,"['RW', 'MR']",21 años,169,Zurdo,30/06/2029,4500000.0,5,1,1576,6.93,25,52.08,19,25,12,3,1,149,80.0,450,360,22,18,21,2,0,12,173.3,25,48.0,48.0,4.222222222222222,0.2855329949238578,0.0571065989847715,1.427664974619289,1.0850253807106598,1.427664974619289,0.6852791878172589,0.1713197969543147,0.0571065989847715,8.508883248730966,25.69796954314721,20.55837563451777,1.2563451776649746,1.0279187817258884,1.1992385786802031,0.6852791878172589,2.741116751269036,4.500.000 €,85.71428571428571,82.14285714285714,52.38095238095239,72.61904761904762,15.476190476190476,90.47619047619048,76.19047619047619,35.714285714285715,33.33333333333333,33.33333333333333,20.238095238095237,True,65.12,65.0,39.94
1150431,Yeray Cabanzon,FC Andorra,M,"['RW', 'MR']",23 años,170,Zurdo,30/06/2026,560000.0,2,4,959,6.92,21,65.63,26,53,16,7,1,164,82.38,403,332,7,4,22,3,0,21,173.1,25,32.0,30.18867924528302,6.451612903225806,0.1876955161626694,0.3753910323253389,1.9708029197080292,2.440041710114703,4.973931178310741,1.5015641293013555,0.656934306569343,0.0938477580813347,15.391032325338896,37.82064650677789,31.15745568300313,0.656934306569343,0.3753910323253389,2.064650677789364,1.9708029197080292,3.003128258602711,560.000 €,11.904761904761903,71.42857142857143,57.14285714285714,98.80952380952381,100.0,29.761904761904763,54.761904761904766,94.04761904761905,67.85714285714286,95.23809523809523,97.61904761904762,False,60.6,60.54,78.63
921355,Iuri Tabatadze,Cádiz,M,"['LW', 'RW', 'ML']",26 años,183,Zurdo,30/06/2028,1300000.0,6,0,798,6.92,12,57.14,2,25,11,0,1,38,68.53,143,98,9,3,10,3,0,6,124.6,18,21.0,44.0,1.3986013986013983,0.6766917293233082,0.0,1.3533834586466165,0.225563909774436,2.819548872180451,1.2406015037593985,0.0,0.112781954887218,4.285714285714286,16.12781954887218,11.052631578947368,1.0150375939849623,0.3383458646616541,1.1278195488721805,0.6766917293233082,2.3684210526315788,1.300.000 €,86.90476190476191,67.85714285714286,33.33333333333333,90.47619047619048,84.52380952380952,85.71428571428571,100.0,2.380952380952381,2.380952380952381,4.166666666666666,8.333333333333332,False,61.19,87.86,6.399999999999999
811572,José Corpas,Eibar,M,"['RW', 'DR']",35 años,174,Derecho,30/06/2026,485000.0,5,6,3168,6.92,42,40.78,58,58,23,12,5,260,72.92,986,719,41,31,43,14,0,37,256.0,37,103.0,39.6551724137931,5.88235294117647,0.1420454545454545,0.1704545454545454,1.193181818181818,1.6477272727272727,1.6477272727272727,0.6534090909090909,0.3409090909090909,0.1420454545454545,7.386363636363637,28.011363636363637,20.426136363636363,1.1647727272727273,0.8806818181818182,1.2215909090909092,1.0511363636363638,2.926136363636364,485.000 €,66.66666666666666,63.095238095238095,55.952380952380956,28.57142857142857,30.952380952380953,67.85714285714286,39.285714285714285,70.23809523809523,60.71428571428571,59.523809523809526,69.04761904761905,False,49.88,47.8,55.42
